3,0,5,0,0,1,6,3/4,4,0,4,4,1,1,2/4,0,4,0,0,0,0,5/0,4,1,1,1,8,0,0/4,0,1,6,1,1,1,0/0,5,1,5,1,0,1,0/0,0,2,7,0,0,0,0/0,0,1,4,4,4,1,4/0,0,1,0,0,0,1,0/5,0,1,1,2,1,1,0/0,6,1,0,0,1,0,0/0,4,1,0,0,0,0,0/0,0,1,1,6,1,3,4/0,0,1,1,0,1,1,1
0,0,2,0,0,4,8,5/1,7,4,5,6,4,0,1/0,4,0,5,1,0,0,4/0,5,0,0,0,0,0,0/0,0,0,0,0,6,1,0/4,4,5,0,0,5,0,0/4,1,3,1,0,0,0,0/0,0,1,0,0,5,0,4/5,0,0,0,5,4,0,4/2,1,1,0,0,0,0,0/0,5,5,0,0,0,5,5/0,1,5,4,0,1,4,4/6,4,1,6,4,5,3,0/0,1,4,0,4,5,5,4
0,4,0,1,0,4,0,6/4,4,0,0,0,0,5,1/0,0,0,4,0,5,0,0/0,0,0,5,1,0,0,0/1,0,5,5,6,0,4,5/4,0,6,0,0,0,4,4/4,5,0,5,0,0,5,3/0,2,1,4,1,0,5,4/0,0,4,7,4,5,5,6/4,0,8,4,1,0,5,1/0,0,5,0,5,0,0,0/2,1,0,5,0,0,0,1/5,5,0,4,0,0,5,3/6,1,0,0,4,0,5,4
0,4,0,1,6,0,5,3/4,4,0,0,0,1,0,5/0,0,0,1,0,0,0,0/0,0,0,0,5,9.35,0,4/4,5,0,0,1,5,0,0/6,0,1,0,0,0,0,0/4,1,0,0,0,0,0,0/4,0,2,1,0,4,0,5/6,0,4,4,0,0,5,4/1,5,1,1,0,1,6,5/0,0,0,0,4,0,1,5/0,0,7,0,1,4,0,8/4,4,0,0,0,0,5,4/0,4,0,4,0,0,0,5
4,4,5,0,0,6,1,4/5,0,5,4,0,5,0,0/0,5,0,5,1,0,0,0/0,4,0,5,0,1,0,8/1,0,1,4,6,1,4,1/0,4,0,1,1,0,4,1/0,1,4,0,0,0,0,0/0,0,0,1,1,1,0,0/4,5,4,0,7,4,5,0/0,1,1,1,1,1,0,0/0,1,4,6,0,1,0,4/5,4,5,0,5,0,0,4/4,0,3,4,0,0,9.40,1/4,0,5,5,4,0,2,6
4,0,1,1,0,12.2,0,6/4,3,4,0,5,0,5,1/5,4,5,0,0,5,0,0/0,0,0,0,4,4,5,0/12.0,1,0,1,5,0,0,0/6,1,0,0,0,0,4,5/0,1,0,5,0,0,4,4/0,2,0,4,0,0,4,0/4,1,1,12.0,1,12.0,1,1/0,0,0,0,4,5,4,2/0,7,0,4,5,6,4,5/5,1,1,5,1,12.0,1,4/5,8,1,0,4,5,1,0/0,0,1,1,0,12.1,0,3
0,5,3,4,0,0,4,0/0,4,6,5,0,0,4,4/0,1,1,0,0,0,0,0/0,0,0,0,5,0,0,5/0,0,0,0,0,8,1,4/0,0,1,12.0,1,1,0,5/0,4,12.3,7,0,12.1,4,0/12.2,12.2,1,1,12.2,1,0,6/0,5,0,4,0,1,0,0/5,0,4,1,4,4,0,4/0,0,5,12.3,0,6,2,0/0,0,0,4,4,5,1,12.0/4,4,0,5,5,0,5,6/0,4,0,0,4,0,12.3,0
0,4,0,0,5,0,4,0/4,4,0,0,1,0,6,0/0,0,0,1,0,5,1,1/4,0,0,0,7,0,0,2/4,0,1,12.2,0,0,0,4/0,0,0,4,1,0,5,5/12.0,5,0,0,0,0,4,5/6,12.1,0,0,8,0,5,5/0,1,4,4,0,0,1,5/12.2,1,0,4,0,0,1,6/0,1,1,12.0,1,1,1,1/0,4,0,0,4,0,4,0/4,0,4,12.2,0,12.2,1,3/5,0,4,5,4,0,0,0
8,0,2,5,0,1,0,5/0,1,1,0,5,12.1,6,0/0,0,4,0,4,1,1,12.2/0,4,0,0,0,0,0,4/4,0,0,4,5,0,5,3/0,5,0,5,5,0,1,0/12.2,4,0,5,4,0,0,12.3/0,5,0,0,0,0,0,12.3/0,4,1,1,1,1,4,1/1,12.0,7,0,4,5,12.0,1/1,1,0,1,4,0,1,1/6,4,4,0,0,5,9.20,6/1,0,0,0,5,0,4,5/6,0,4,0,0,4,4,5
0,0,0,0,6,4,0,6/12.0,1,1,1,1,0,4,4/0,4,0,0,0,0,0,0/4,4,0,0,12.1,9.68,4,0/0,0,4,0,1,1,3,12.0/0,0,0,0,4,6,0,0/1,0,0,1,0,1,1,0/5,9.55,0,12.3,0,0,1,0/4,12.0,0,0,4,9.25,0,4/6,1,1,1,12.0,0,0,4/0,12.1,4,4,0,9.15,0,0/12.2,4,4,0,7,0,9.25,0/0,6,4,4,0,2,4,0/0,0,1,1,1,8,0,4
0,6,0,4,0,0,0,12.2/12.2,5,1,0,0,5,1,6/4,5,5,5,0,1,0,5/0,5,0,4,4,12.3,0,4/0,0,0,0,1,0,8,0/4,0,9.22,7,4,6,0,0/0,5,0,12.0,1,0,2,4/6,12.1,0,0,0,1,0,0/0,4,0,4,5,0,0,1/1,1,0,0,0,4,1,6/5,1,0,12.0,4,5,1,5/0,4,4,4,0,12.1,0,0/3,4,0,4,5,0,1,4/5,1,6,12.1,0,0,0,5
5,0,0,6,0,0,4,5/3,8,1,4,1,1,1,5/0,1,0,4,7,0,0,4/6,4,4,4,9.50,0,12.0,0/12.2,1,0,12.0,0,4,5,5/0,4,0,0,0,5,4,0/4,4,0,0,1,0,5,4/0,0,4,5,0,4,12.1,5/0,12.2,0,0,0,5,1,4/5,4,4,5,0,4,1,5/5,5,4,5,0,0,2,6/5,1,1,5,4,5,4,1/5,6,2,4,0,4,0,6/4,5,1,12.1,0,12.0,4,5
1,6,5,1,4,0,4,0/5,4,0,3,5,0,4,4/0,4,1,1,0,0,0,0/0,4,2,0,0,1,0,4/0,0,1,0,1,0,0,0/8,0,5,4,0,0,5,5/0,0,4,7,1,0,4,5/1,5,1,2,1,0,4,4/5,5,5,0,0,0,5,3/0,0,5,1,0,1,0,1/4,4,6,1,0,4,5,0/0,4,1,1,5,5,1,0/5,0,0,0,3,0,4,0/1,4,4,1,1,4,5,6
0,0,0,5,5,6,4,12.3/4,4,0,0,1,4,4,6/0,6,0,0,1,4,0,4/5,4,5,2,0,0,0,0/1,12.2,1,0,0,0,0,12.0/3,4,0,0,0,0,9.35,2/5,4,5,0,0,1,12.0,1/0,0,0,5,4,12.3,7,6/8,5,0,0,0,1,1,1/0,0,0,0,4,5,4,0/1,12.2,0,12.2,5,5,4,4/12.1,9.95,5,0,0,0,0,0/0,6,12.1,4,12.1,4,0,5/0,4,0,5,1,12.0,5,3
5,4,5,5,0,4,0,12.3/4,1,6,5,1,12.0,4,5/5,3,5,0,1,6,12.1,0/4,4,0,0,0,4,1,4/0,1,5,0,12.0,0,1,6/6,8,5,9.25,5,2,9.75,5/2,5,1,12.0,1,0,4,0/0,0,4,7,5,12.3,9.5,4/5,4,0,4,3,9.50,2,4/1,5,0,0,12.0,0,12.0,12.3/6,4,1,12.2,4,0,1,12.0/3,0,4,0,4,0,1,6/4,5,4,4,5,0,5,4/5,4,9.10,4,0,5,0,4
